         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      710    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:255(get)
       40    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:299(minimum_fill_value)
        1    0.000    0.000    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLevelAnalysis.py:56(build_call_graph)
       60    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3041(<listcomp>)
      240    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:631(rowspan)
     1148    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:165(__getitem__)
       80    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:1816(_check_mask_axis)
        1    0.000    0.000    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Env/RDDLConstraints.py:11(__init__)
       88    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1115(score_family)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       74    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:268(getuntil)
        1    0.001    0.001    0.001    0.001 {built-in method marshal.loads}
       10    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2635(__init__)
     2440    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1004(set_url)
       10    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_tight_layout.py:160(get_subplotspec_list)
     2910    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:254(should_simplify)
    189/7    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLevelAnalysis.py:86(_update_call_graph)
      434    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:348(ground_name)
     1010    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:1362(getmask)
      240    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:208(register_axis)
      560    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:545(locator)
     2220    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:755(get_remove_overlapping_locs)
      760    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/cycler/__init__.py:185(keys)
      180    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:431(<dictcomp>)
      500    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:52(<lambda>)
       60    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:1315(getLogger)
        1    0.000    0.000    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:288(__init__)
     2480    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:849(get_dashes)
      560    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:556(formatter)
        1    0.001    0.001    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:315(set_defaulted_states)
      240    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:971(get_markerfacecolor)
      360    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:1147(set_fontweight)
      126    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:23(atleast_1d)
       80    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:199(_recursive_fill_value)
     2910    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:242(simplify_threshold)
       60    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:1185(tile)
     2220    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
     2090    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1633(<lambda>)
       88    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1173(score_stretch)
      890    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1014(minposx)
     2200    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:723(get_path_effects)
      986    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      120    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:357(issubdtype)
     2220    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1740(tick_values)
      120    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:893(remove)
      320    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       10    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:295(reset)
     1900    0.001    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/enum.py:796(name)
        1    0.000    0.000    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:93(_extract_variable_information)
      200    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:672(add_artist)
     1200    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1711(tick_values)
      240    0.000    0.000    0.001    0.000 /home/codespace/.python/current/lib/python3.10/pathlib.py:608(_format_parsed_parts)
     1010    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/image.py:124(<genexpr>)
      120    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:433(_check_fill_value)
      120    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:710(<listcomp>)
     2330    0.001    0.000    0.001    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       60    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:1641(sca)
       40    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:264(have_units)
     1360    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:190(set_axis)
      690    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:3433(shape)
      600    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2230(<genexpr>)
     2280    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2508(_cumsum_dispatcher)
     3200    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:180(open_group)
     1660    0.001    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2589(_ptp_dispatcher)
        1    0.000    0.000    0.001    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:130(<dictcomp>)
       82    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:274(full)
       60    0.000    0.000    0.001    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:67(zeros_like)
      660    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:591(__iter__)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:799(null)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cm.py:675(changed)
      320    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     1700    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:664(get_sketch_params)
      626    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:250(match)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:187(get_numpoints)
       30    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2237(mpl_connect)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:350(maximum_fill_value)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:287(_scalar_fill_value)
     1740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1012(set_snap)
     2360    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:591(set_linestyle)
       80    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/warnings.py:181(_add_filter)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:886(get_snap)
     1560    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:142(<dictcomp>)
      210    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:734(get_path)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1761(set_box_aspect)
     2130    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:3919(set_mutation_scale)
      520    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/cycler/__init__.py:438(<dictcomp>)
      540    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:594(__len__)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:725(set_antialiased)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       48    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:214(_check_bounds)
       32    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_compile.py:292(_optimize_charset)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1027(get_hatch)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:807(restore)
     1560    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:135(<dictcomp>)
     3200    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:187(close_group)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1046(get_hatch_linewidth)
       88    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1191(score_weight)
      220    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:1998(__init__)
      320    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1715(frozen)
      200    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2741(get_minpos)
      510    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      370    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:1283(_replace_dtype_fields_recursive)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2998(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:753(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:264(_extract_non_fluents)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:1047(close)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:158(_extract_states)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1050(get_sketch_params)
     2480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1038(get_hatch_color)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:637(colspan)
      550    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:6677(is_masked)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Visualizer/ChartViz.py:76(<dictcomp>)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:434(__getitem__)
       90    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:3142(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      420    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:262(x1)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:498(set_useLocale)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:263(get_data_transform)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/cycler/__init__.py:334(__len__)
       80    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/warnings.py:458(__enter__)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2030(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:1120(getsourcelines)
      740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:246(get_canvas_width_height)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:5163(<listcomp>)
      740    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1946(get_width_height)
       46    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:310(_to_rgba_no_colorcycle)
      180    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:203(<listcomp>)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3410(set_axis_on)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:152(validate_axisbelow)
      190    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:135(_makearray)
      443    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:173(append)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:932(findsource)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:220(_get_dtype_of)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:364(get_alt_path)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1493(_get_font)
     1200    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:883(get_horizontalalignment)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:5150(<listcomp>)
      540    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
     1380    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:372(<dictcomp>)
     1080    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:158(<dictcomp>)
     1100    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:892(get_clip_path)
      260    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_weakrefset.py:86(add)
      600    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2224(<genexpr>)
      660    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:857(__init__)
     1380    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:385(<dictcomp>)
     1055    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     1380    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:390(<dictcomp>)
     1140    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:199(get_path)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLValueInitializer.py:44(initialize)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:44(destroy)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:742(<listcomp>)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:1644(make_mask_none)
     1030    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2634(__init__)
     1140    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1003(minpos)
     1250    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:597(get_url)
       48    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/linecache.py:36(getlines)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1719(__init__)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:503(<listcomp>)
      740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:834(get_alpha)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/linecache.py:80(updatecache)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:283(issubclass_)
     1920    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1367(depth)
       97    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:85(opengroup)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:383(get_snap_threshold)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:1502(add_gridspec)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:294(_module_repr)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2012(<listcomp>)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:646(is_first_row)
      740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:820(get_antialiased)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:1693(_process_projection_requirements)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:1222(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:272(<dictcomp>)
      560    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:706(isDefault_majloc)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1925(set_pickradius)
       57    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:1037(p_lconst_list)
      200    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:156(update)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:649(is_last_row)
      470    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:106(__hash__)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:609(get_markevery)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:896(get_drawstyle)
    86/48    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
      541    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:253(__len__)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:193(get_xdata)
       30    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2611(set_layout_engine)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:987(gcf)
      600    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1455(is_dashed)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:245(method)
      200    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:94(adjust_drawing_area)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:3232(<lambda>)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1020(_set_alpha_for_array)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:328(__init__)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:493(_trace_relational)
      740    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:1017(p_pvar_inst_def)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:140(validate_bool)
      160    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:204(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:569(get_all)
      180    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:282(p0)
      380    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:140(isComplexType)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Visualizer/ChartViz.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:662(get_rules)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:211(_trace_constant)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:435(locally_modified_subplot_params)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:860(_set_mappable_flags)
      180    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:190(<listcomp>)
      289    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:866(<dictcomp>)
      120    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/weakref.py:504(pop)
      275    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:195(t_IDENT)
       78    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:356(_escape)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:2056(__init__)
       61    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:219(_acquireLock)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:758(_get_default_facecolor)
