         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17540    0.024    0.000    0.137    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2836(min)
       10    0.000    0.000    0.137    0.014 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:777(figure)
       10    0.000    0.000    0.136    0.014 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:462(new_figure_manager)
       10    0.000    0.000    0.136    0.014 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3389(new_figure_manager)
30170/29430    0.032    0.000    0.136    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:139(__exit__)
    37560    0.063    0.000    0.135    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1270(set_xdata)
       10    0.001    0.000    0.135    0.014 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2398(__init__)
       60    0.006    0.000    0.134    0.002 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2815(autoscale_view)
  170/160    0.000    0.000    0.129    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3588(set_xlim)
    63880    0.082    0.000    0.127    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1769(__init__)
     2330    0.010    0.000    0.126    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1303(_find_fonts_by_props)
     3320    0.014    0.000    0.126    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1564(_get_tick_label_size)
    23490    0.049    0.000    0.126    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1889(__init__)
    12698    0.008    0.000    0.123    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:649(__eq__)
    12992    0.011    0.000    0.123    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:200(reshape)
      390    0.001    0.000    0.123    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:73(_get_text_metrics_with_cache_impl)
    17390    0.021    0.000    0.121    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2692(max)
64472/39076    0.023    0.000    0.120    0.000 {built-in method builtins.hash}
      200    0.001    0.000    0.119    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:817(draw)
     5160    0.017    0.000    0.118    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:508(update_position)
     3550    0.003    0.000    0.118    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1872(inverted)
    10261    0.043    0.000    0.116    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:512(expand_dims)
   100650    0.092    0.000    0.115    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:99(check_in_list)
     2220    0.049    0.000    0.114    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:2330(within_tol)
      190    0.111    0.001    0.113    0.001 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:492(inv)
      120    0.003    0.000    0.113    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2874(handle_single_axis)
      960    0.002    0.000    0.112    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:600(get_window_extent)
     3190    0.002    0.000    0.111    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1201(update)
19640/19630    0.013    0.000    0.111    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1782(transform)
     1660    0.023    0.000    0.106    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:708(_compute_offset)
      200    0.001    0.000    0.104    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:103(legend_artist)
   110/60    0.000    0.000    0.104    0.002 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2439(inverted)
     1560    0.002    0.000    0.102    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:279(__deepcopy__)
     1660    0.039    0.000    0.101    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:781(_set_format)
7730/7670    0.038    0.000    0.100    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1777(__eq__)
      120    0.001    0.000    0.098    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_axes.py:1476(plot)
    17400    0.040    0.000    0.098    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/_tensor.py:241(_typed_storage)
    24730    0.014    0.000    0.095    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:68(_stale_figure_callback)
     1260    0.002    0.000    0.094    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1029(get_path)
    95000    0.094    0.000    0.094    0.000 {method 'copy' of 'numpy.ndarray' objects}
390804/389194    0.060    0.000    0.093    0.000 {built-in method builtins.len}
      960    0.010    0.000    0.093    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:607(get_extents)
    56955    0.045    0.000    0.093    0.000 {built-in method builtins.any}
    14781    0.092    0.000    0.092    0.000 {method 'uniform' of 'numpy.random._generator.Generator' objects}
     2570    0.014    0.000    0.092    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1233(findfont)
       40    0.000    0.000    0.091    0.002 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/__init__.py:1462(inner)
       40    0.003    0.000    0.090    0.002 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_axes.py:6093(pcolormesh)
   160827    0.090    0.000    0.090    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
     1660    0.026    0.000    0.090    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:747(_set_order_of_magnitude)
    72000    0.089    0.000    0.089    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
   467692    0.089    0.000    0.089    0.000 {method 'items' of 'dict' objects}
     4440    0.021    0.000    0.087    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:216(<listcomp>)
20660/20650    0.029    0.000    0.087    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1849(transform_affine)
    79679    0.087    0.000    0.087    0.000 {built-in method numpy.asarray}
    34800    0.068    0.000    0.086    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/torch_geometric/data/storage.py:80(__getattr__)
     4330    0.042    0.000    0.086    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2817(nonsingular)
      200    0.002    0.000    0.085    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:683(draw)
     5952    0.004    0.000    0.085    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:615(_from_any)
      560    0.007    0.000    0.084    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2757(get_tick_space)
      450    0.002    0.000    0.084    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:579(draw)
    57247    0.028    0.000    0.084    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/expr.py:106(is_constant_expression)
     5800    0.083    0.000    0.083    0.000 {built-in method torch.cat}
    22260    0.034    0.000    0.083    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1291(set_ydata)
    17400    0.015    0.000    0.082    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/torch_geometric/data/storage.py:113(__setitem__)
      120    0.001    0.000    0.081    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:285(create_artists)
   112260    0.081    0.000    0.081    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:113(__init__)
    30170    0.021    0.000    0.080    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:279(helper)
    13540    0.010    0.000    0.080    0.000 {method 'min' of 'numpy.ndarray' objects}
    26880    0.023    0.000    0.077    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:158(invalidate)
   114972    0.054    0.000    0.072    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:187(_check_op)
     1480    0.005    0.000    0.071    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1229(_cm_set)
     7730    0.009    0.000    0.070    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1998(rotate_deg)
    13540    0.006    0.000    0.070    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/_methods.py:43(_amin)
     5700    0.017    0.000    0.069    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:257(_recache)
    67623    0.068    0.000    0.068    0.000 {method 'update' of 'dict' objects}
    57273    0.023    0.000    0.067    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/expr.py:110(is_pvariable_expression)
       50    0.000    0.000    0.067    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3513(set_xbound)
    17400    0.028    0.000    0.067    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/serialization.py:503(_should_read_directly)
    50769    0.023    0.000    0.067    0.000 /home/codespace/.python/current/lib/python3.10/abc.py:117(__instancecheck__)
    13860    0.066    0.000    0.066    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2897(_interval_contains_close)
     5740    0.008    0.000    0.064    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:794(unit)
    24850    0.018    0.000    0.064    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:966(_auto_draw_if_interactive)
    43642    0.062    0.000    0.064    0.000 {built-in method numpy.array}
       60    0.001    0.000    0.063    0.001 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:810(_init_axis)
     3872    0.013    0.000    0.063    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:99(__init__)
     2160    0.004    0.000    0.063    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1183(set_marker)
      240    0.001    0.000    0.062    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:794(_set_scale)
     6780    0.010    0.000    0.062    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:647(set_data)
     1560    0.003    0.000    0.062    0.000 /home/codespace/.python/current/lib/python3.10/copy.py:237(_deepcopy_method)
    18990    0.011    0.000    0.062    0.000 {method 'max' of 'numpy.ndarray' objects}
    10500    0.018    0.000    0.062    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:572(__call__)
     2240    0.003    0.000    0.061    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:656(<listcomp>)
     5739    0.029    0.000    0.061    0.000 /home/codespace/.python/current/lib/python3.10/random.py:406(sample)
     2470    0.003    0.000    0.060    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:880(get_bbox)
      240    0.002    0.000    0.060    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/scale.py:103(set_default_locators_and_formatters)
    30170    0.051    0.000    0.059    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:102(__init__)
     7730    0.032    0.000    0.059    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1975(rotate)
    10290    0.045    0.000    0.059    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:814(set_size)
      260    0.002    0.000    0.059    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:716(__init__)
    17400    0.016    0.000    0.059    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/storage.py:886(_size)
     6040    0.012    0.000    0.058    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:302(xmin)
    16860    0.025    0.000    0.058    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:268(to_rgba)
    36128    0.032    0.000    0.057    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1768(ravel)
      590    0.005    0.000    0.056    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:48(__init__)
     6800    0.012    0.000    0.056    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:307(ymin)
    83051    0.040    0.000    0.054    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:348(iterable)
      200    0.001    0.000    0.054    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:86(update_prop)
39110/26880    0.042    0.000    0.053    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
     8110    0.009    0.000    0.053    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:437(set_transform)
    14590    0.019    0.000    0.053    0.000 /home/codespace/.python/current/lib/python3.10/_weakrefset.py:27(__exit__)
    34800    0.049    0.000    0.053    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/_utils.py:806(_element_size)
     6640    0.012    0.000    0.053    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:317(ymax)
     7640    0.008    0.000    0.052    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:240(_check_color_like)
      450    0.006    0.000    0.052    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:530(_draw_paths_with_artist_properties)
     2240    0.003    0.000    0.052    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:657(<listcomp>)
    20/10    0.000    0.000    0.052    0.005 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:198(wrapper)
      750    0.002    0.000    0.052    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:95(draw_path)
    18990    0.007    0.000    0.051    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/_methods.py:39(_amax)
   316721    0.050    0.000    0.050    0.000 {built-in method builtins.id}
   400646    0.050    0.000    0.050    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/expr.py:24(__getitem__)
     6040    0.010    0.000    0.050    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:312(xmax)
     2240    0.004    0.000    0.050    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:658(<listcomp>)
     9470    0.011    0.000    0.050    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:730(set_figure)
